epsilon,original,privado
0.075,-12.851525143449155,-12.850469343180247
0.080,-12.851525143449155,-12.850535330697054
0.085,-12.851525143449155,-12.850593554976589
0.090,-12.851525143449155,-12.850645309891732
0.095,-12.851525143449155,-12.85069161692107
0.100,-12.851525143449155,-12.850733293247474
0.005,-13.826676004636786,-13.81302525368527
0.010,-13.826676004636786,-13.819850629161028
0.015,-13.826676004636786,-13.822125754319615
0.020,-13.826676004636786,-13.823263316898906
0.025,-13.826676004636786,-13.823945854446483
0.030,-13.826676004636786,-13.8244008794782
0.035,-13.826676004636786,-13.824725897357999
0.040,-13.826676004636786,-13.824969660767847
0.045,-13.826676004636786,-13.825159254531062
0.050,-13.826676004636786,-13.825310929541635
0.055,-13.826676004636786,-13.825435027277557
0.060,-13.826676004636786,-13.825538442057493
0.065,-13.826676004636786,-13.825625946871284
0.070,-13.826676004636786,-13.825700950997392
0.075,-13.826676004636786,-13.825765954573352
0.080,-13.826676004636786,-13.825822832702316
0.085,-13.826676004636786,-13.825873019286696
0.090,-13.826676004636786,-13.825917629583923
0.095,-13.826676004636786,-13.82595754406039
0.100,-13.826676004636786,-13.82599346708921
0.005,-14.414918054305431,-14.401668796028897
0.010,-14.414918054305431,-14.408293425167164
0.015,-14.414918054305431,-14.41050163487992
0.020,-14.414918054305431,-14.411605739736299
0.025,-14.414918054305431,-14.412268202650125
0.030,-14.414918054305431,-14.412709844592676
0.035,-14.414918054305431,-14.413025303123069
0.040,-14.414918054305431,-14.413261897020865
0.045,-14.414918054305431,-14.413445914496927
0.050,-14.414918054305431,-14.413593128477778
0.055,-14.414918054305431,-14.413713576280292
0.060,-14.414918054305431,-14.413813949449054
0.065,-14.414918054305431,-14.413898880591852
0.070,-14.414918054305431,-14.413971678714251
0.075,-14.414918054305431,-14.41403477042033
0.080,-14.414918054305431,-14.414089975663147
0.085,-14.414918054305431,-14.414138686171517
0.090,-14.414918054305431,-14.41418198440118
0.095,-14.414918054305431,-14.414220724922457
0.100,-14.414918054305431,-14.414255591391605
0.005,-13.80445524264063,-13.789975696095635
0.010,-13.80445524264063,-13.797215469368133
0.015,-13.80445524264063,-13.799628727125631
0.020,-13.80445524264063,-13.80083535600438
0.025,-13.80445524264063,-13.801559333331632
0.030,-13.80445524264063,-13.80204198488313
0.035,-13.80445524264063,-13.802386735991345
0.040,-13.80445524264063,-13.802645299322506
0.045,-13.80445524264063,-13.80284640413563
0.050,-13.80445524264063,-13.80300728798613
0.055,-13.80445524264063,-13.803138920227449
0.060,-13.80445524264063,-13.80324861376188
0.065,-13.80445524264063,-13.803341431367938
0.070,-13.80445524264063,-13.803420989315988
0.075,-13.80445524264063,-13.80348993953763
0.080,-13.80445524264063,-13.803550270981567
0.085,-13.80445524264063,-13.80360350460857
0.090,-13.80445524264063,-13.80365082338813
0.095,-13.80445524264063,-13.803693161243524
0.100,-13.80445524264063,-13.803731265313381
0.005,-13.468316095211108,-13.454238758292309
0.010,-13.468316095211108,-13.461277426751709
0.015,-13.468316095211108,-13.463623649571508
0.020,-13.468316095211108,-13.46479676098141
0.025,-13.468316095211108,-13.465500627827348
0.030,-13.468316095211108,-13.465969872391309
0.035,-13.468316095211108,-13.466305047079851
0.040,-13.468316095211108,-13.466556428096258
0.045,-13.468316095211108,-13.466751946664575
0.050,-13.468316095211108,-13.466908361519229
0.055,-13.468316095211108,-13.467036337309398
0.060,-13.468316095211108,-13.467142983801208
0.065,-13.468316095211108,-13.46723322314043
0.070,-13.468316095211108,-13.467310571145479
0.075,-13.468316095211108,-13.467377606083188
0.080,-13.468316095211108,-13.467436261653683
0.085,-13.468316095211108,-13.467488016568826
0.090,-13.468316095211108,-13.467534020937842
0.095,-13.468316095211108,-13.467575182741697
0.100,-13.468316095211108,-13.467612228365168
0.005,-13.602974436517783,-13.58927756816448
0.010,-13.602974436517783,-13.596126002341132
0.015,-13.602974436517783,-13.598408813733348
0.020,-13.602974436517783,-13.599550219429458
0.025,-13.602974436517783,-13.600235062847123
0.030,-13.602974436517783,-13.600691625125567
0.035,-13.602974436517783,-13.60101774103874
0.040,-13.602974436517783,-13.60126232797362
0.045,-13.602974436517783,-13.601452562256306
0.050,-13.602974436517783,-13.601604749682453
0.055,-13.602974436517783,-13.601729266667483
0.060,-13.602974436517783,-13.601833030821675
0.065,-13.602974436517783,-13.601920831259838
0.070,-13.602974436517783,-13.601996088778261
0.075,-13.602974436517783,-13.602061311960897
0.080,-13.602974436517783,-13.602118382245703
0.085,-13.602974436517783,-13.602168738379353
0.090,-13.602974436517783,-13.602213499387044
0.095,-13.602974436517783,-13.602253548709715
0.100,-13.602974436517783,-13.602289593100119
0.005,-13.554635067114093,-13.5427804676035
0.010,-13.554635067114093,-13.548707767358797
0.015,-13.554635067114093,-13.550683533943895
0.020,-13.554635067114093,-13.551671417236445
0.025,-13.554635067114093,-13.552264147211975
0.030,-13.554635067114093,-13.552659300528994
0.035,-13.554635067114093,-13.552941552898295
0.040,-13.554635067114093,-13.553153242175268
0.045,-13.554635067114093,-13.553317889390694
0.050,-13.554635067114093,-13.553449607163033
0.055,-13.554635067114093,-13.553557376249493
0.060,-13.554635067114093,-13.553647183821544
0.065,-13.554635067114093,-13.553723174844048
0.070,-13.554635067114093,-13.553788310006194
0.075,-13.554635067114093,-13.553844760480054
0.080,-13.554635067114093,-13.55389415464468
0.085,-13.554635067114093,-13.553937737731117
0.090,-13.554635067114093,-13.553976478252393
0.095,-13.554635067114093,-13.554011140824063
0.100,-13.554635067114093,-13.554042337138563
0.005,-12.78995451052838,-12.77840387510778
0.010,-12.78995451052838,-12.784179192818081
0.015,-12.78995451052838,-12.786104298721513
0.020,-12.78995451052838,-12.78706685167323
0.025,-12.78995451052838,-12.78764438344426
0.030,-12.78995451052838,-12.788029404624947
0.035,-12.78995451052838,-12.78830441975401
0.040,-12.78995451052838,-12.788510681100805
0.045,-12.78995451052838,-12.788671106592759
0.050,-12.78995451052838,-12.78879944698632
0.055,-12.78995451052838,-12.788904452762871
0.060,-12.78995451052838,-12.788991957576664
0.065,-12.78995451052838,-12.789066000111411
0.070,-12.78995451052838,-12.789129465141194
0.075,-12.78995451052838,-12.789184468167006
0.080,-12.78995451052838,-12.789232595814592
0.085,-12.78995451052838,-12.789275061385991
0.090,-12.78995451052838,-12.789312808560569
0.095,-12.78995451052838,-12.78934658234835
0.100,-12.78995451052838,-12.78937697875735
0.005,-12.46689998565417,-12.45563811611915
0.010,-12.46689998565417,-12.46126905088666
0.015,-12.46689998565417,-12.463146029142496
0.020,-12.46689998565417,-12.464084518270415
0.025,-12.46689998565417,-12.464647611747166
0.030,-12.46689998565417,-12.465023007398333
0.035,-12.46689998565417,-12.465291147149166
0.040,-12.46689998565417,-12.465492251962292
0.045,-12.46689998565417,-12.465648666816945
0.050,-12.46689998565417,-12.465773798700667
0.055,-12.46689998565417,-12.465876179332804
0.060,-12.46689998565417,-12.465961496526251
0.065,-12.46689998565417,-12.46603368799763
0.070,-12.46689998565417,-12.466095566401668
0.075,-12.46689998565417,-12.466149194351836
0.080,-12.46689998565417,-12.46619611880823
0.085,-12.46689998565417,-12.466237522740345
0.090,-12.46689998565417,-12.466274326235558
0.095,-12.46689998565417,-12.466307255678641
0.100,-12.46689998565417,-12.466336892177418
0.005,-12.391579450734014,-12.380592260943747
0.010,-12.391579450734014,-12.38608585583888
0.015,-12.391579450734014,-12.387917054137258
0.020,-12.391579450734014,-12.388832653286448
0.025,-12.391579450734014,-12.389382012775961
0.030,-12.391579450734014,-12.389748252435636
0.035,-12.391579450734014,-12.390009852192547
0.040,-12.391579450734014,-12.39020605201023
0.045,-12.391579450734014,-12.390358651868429
0.050,-12.391579450734014,-12.390480731754987
0.055,-12.391579450734014,-12.390580615298536
0.060,-12.391579450734014,-12.390663851584826
0.065,-12.391579450734014,-12.390734282288609
0.070,-12.391579450734014,-12.390794651463281
0.075,-12.391579450734014,-12.390846971414662
0.080,-12.391579450734014,-12.390892751372123
0.085,-12.391579450734014,-12.390933145452234
0.090,-12.391579450734014,-12.390969051301221
0.095,-12.391579450734014,-12.391001177587158
0.100,-12.391579450734014,-12.3910300912445
0.005,-12.673608475528297,-12.662882885494941
0.010,-12.673608475528297,-12.66824568051162
0.015,-12.673608475528297,-12.670033278850513
0.020,-12.673608475528297,-12.67092707801996
0.025,-12.673608475528297,-12.671463357521626
0.030,-12.673608475528297,-12.671820877189404
0.035,-12.673608475528297,-12.672076248380675
0.040,-12.673608475528297,-12.672267776774127
0.045,-12.673608475528297,-12.67241674330237
0.050,-12.673608475528297,-12.672535916524962
0.055,-12.673608475528297,-12.672633421888902
0.060,-12.673608475528297,-12.67271467635885
0.065,-12.673608475528297,-12.672783430141116
0.070,-12.673608475528297,-12.672842361954487
0.075,-12.673608475528297,-12.67289343619274
0.080,-12.673608475528297,-12.672938126151212
0.085,-12.673608475528297,-12.672977558467512
0.090,-12.673608475528297,-12.673012609415332
0.095,-12.673608475528297,-12.6730439707897
0.100,-12.673608475528297,-12.673072196026629
0.005,-13.435437981909846,-13.424961824202876
0.010,-13.435437981909846,-13.43019990305636
0.015,-13.435437981909846,-13.431945929340856
0.020,-13.435437981909846,-13.432818942483104
0.025,-13.435437981909846,-13.433342750368451
0.030,-13.435437981909846,-13.433691955625351
0.035,-13.435437981909846,-13.433941387951707
0.040,-13.435437981909846,-13.434128462196474
0.045,-13.435437981909846,-13.434273964386849
0.050,-13.435437981909846,-13.43439036613915
0.055,-13.435437981909846,-13.434485603936485
0.060,-13.435437981909846,-13.4345649687676
0.065,-13.435437981909846,-13.434632123624695
0.070,-13.435437981909846,-13.434689684930778
0.075,-13.435437981909846,-13.434739571396047
0.080,-13.435437981909846,-13.434783222053161
0.085,-13.435437981909846,-13.434821737338847
0.090,-13.435437981909846,-13.434855973148348
0.095,-13.435437981909846,-13.434886605188426
0.100,-13.435437981909846,-13.434914174024497
0.005,-13.930382165835844,-13.920144102622181
0.010,-13.930382165835844,-13.925263134229013
0.015,-13.930382165835844,-13.926969478097957
0.020,-13.930382165835844,-13.927822650032429
0.025,-13.930382165835844,-13.928334553193112
0.030,-13.930382165835844,-13.9286758219669
0.035,-13.930382165835844,-13.92891958537675
0.040,-13.930382165835844,-13.929102407934137
0.045,-13.930382165835844,-13.92924460325655
0.050,-13.930382165835844,-13.929358359514477
0.055,-13.930382165835844,-13.929451432816421
0.060,-13.930382165835844,-13.929528993901373
0.065,-13.930382165835844,-13.929594622511717
0.070,-13.930382165835844,-13.929650875606297
0.075,-13.930382165835844,-13.929699628288267
0.080,-13.930382165835844,-13.929742286884991
0.085,-13.930382165835844,-13.929779926823276
0.090,-13.930382165835844,-13.929813384546197
0.095,-13.930382165835844,-13.929843320403547
0.100,-13.930382165835844,-13.929870262675161
0.005,-13.552655116470188,-13.54139324693527
0.010,-13.552655116470188,-13.547024181702728
0.015,-13.552655116470188,-13.548901159958548
0.020,-13.552655116470188,-13.549839649086458
0.025,-13.552655116470188,-13.550402742563204
0.030,-13.552655116470188,-13.550778138214367
0.035,-13.552655116470188,-13.551046277965199
0.040,-13.552655116470188,-13.551247382778323
0.045,-13.552655116470188,-13.551403797632975
0.050,-13.552655116470188,-13.551528929516696
0.055,-13.552655116470188,-13.551631310148831
0.060,-13.552655116470188,-13.551716627342278
0.065,-13.552655116470188,-13.551788818813655
0.070,-13.552655116470188,-13.551850697217693
0.075,-13.552655116470188,-13.55190432516786
0.080,-13.552655116470188,-13.551951249624256
0.085,-13.552655116470188,-13.551992653556368
0.090,-13.552655116470188,-13.552029457051582
0.095,-13.552655116470188,-13.552062386494665
0.100,-13.552655116470188,-13.552092022993442
0.005,-13.240532823242404,-13.230739893211922
0.010,-13.240532823242404,-13.235636358227163
0.015,-13.240532823242404,-13.237268513232243
0.020,-13.240532823242404,-13.238084590734784
0.025,-13.240532823242404,-13.238574237236307
0.030,-13.240532823242404,-13.238900668237324
0.035,-13.240532823242404,-13.23913383323805
0.040,-13.240532823242404,-13.239308706988593
0.045,-13.240532823242404,-13.239444719905684
0.050,-13.240532823242404,-13.239553530239355
0.055,-13.240532823242404,-13.239642556875996
0.060,-13.240532823242404,-13.239716745739864
0.065,-13.240532823242404,-13.239779520932366
0.070,-13.240532823242404,-13.239833328240227
0.075,-13.240532823242404,-13.239879961240371
0.080,-13.240532823242404,-13.2399207651155
0.085,-13.240532823242404,-13.239956768534729
0.090,-13.240532823242404,-13.239988771574044
0.095,-13.240532823242404,-13.24001740587238
0.100,-13.240532823242404,-13.24004317674088
0.005,-13.333861854243542,-13.32307921319937
0.010,-13.333861854243542,-13.328470533721456
0.015,-13.333861854243542,-13.330267640562152
0.020,-13.333861854243542,-13.331166193982499
0.025,-13.333861854243542,-13.331705326034708
0.030,-13.333861854243542,-13.332064747402846
0.035,-13.333861854243542,-13.332321476951517
0.040,-13.333861854243542,-13.33251402411302
0.045,-13.333861854243542,-13.332663783016413
0.050,-13.333861854243542,-13.332783590139124
0.055,-13.333861854243542,-13.332881614148617
0.060,-13.333861854243542,-13.332963300823195
0.065,-13.333861854243542,-13.333032420317068
0.070,-13.333861854243542,-13.33309166559753
0.075,-13.333861854243542,-13.333143011507264
0.080,-13.333861854243542,-13.333187939178282
0.085,-13.333861854243542,-13.333227581240944
0.090,-13.333861854243542,-13.333262818629978
0.095,-13.333861854243542,-13.333294346820164
0.100,-13.333861854243542,-13.333322722191333
0.005,-13.34019659936238,-13.330811708083182
0.010,-13.34019659936238,-13.33550415372278
0.015,-13.34019659936238,-13.337068302269314
0.020,-13.34019659936238,-13.337850376542582
0.025,-13.34019659936238,-13.33831962110654
0.030,-13.34019659936238,-13.338632450815847
0.035,-13.34019659936238,-13.338855900608209
0.040,-13.34019659936238,-13.339023487952481
0.045,-13.34019659936238,-13.339153833664692
0.050,-13.34019659936238,-13.33925811023446
0.055,-13.34019659936238,-13.339343427427908
0.060,-13.34019659936238,-13.339414525089115
0.065,-13.34019659936238,-13.339474684648597
0.070,-13.34019659936238,-13.339526249985296
0.075,-13.34019659936238,-13.339570939943767
0.080,-13.34019659936238,-13.33961004365743
0.085,-13.34019659936238,-13.339644546934192
0.090,-13.34019659936238,-13.339675216513536
0.095,-13.34019659936238,-13.339702657716106
0.100,-13.34019659936238,-13.339727354798422
0.005,-12.766536702321465,-12.755044998714292
0.010,-12.766536702321465,-12.760790850517878
0.015,-12.766536702321465,-12.762706134452408
0.020,-12.766536702321465,-12.763663776419671
0.025,-12.766536702321465,-12.76423836160003
0.030,-12.766536702321465,-12.764621418386936
0.035,-12.766536702321465,-12.764895030377584
0.040,-12.766536702321465,-12.765100239370568
0.045,-12.766536702321465,-12.765259846365113
0.050,-12.766536702321465,-12.765387531960748
0.055,-12.766536702321465,-12.76549200199354
0.060,-12.766536702321465,-12.7655790603542
0.065,-12.766536702321465,-12.765652725120914
0.070,-12.766536702321465,-12.765715866349524
0.075,-12.766536702321465,-12.765770588747653
0.080,-12.766536702321465,-12.765818470846018
0.085,-12.766536702321465,-12.765860719756338
0.090,-12.766536702321465,-12.76589827434329
0.095,-12.766536702321465,-12.765931875815825
0.100,-12.766536702321465,-12.765962117141106
0.005,-12.459112298510508,-12.448976615929002
0.010,-12.459112298510508,-12.454044457219755
0.015,-12.459112298510508,-12.455733737650005
0.020,-12.459112298510508,-12.456578377865132
0.025,-12.459112298510508,-12.457085161994208
0.030,-12.459112298510508,-12.457423018080258
0.035,-12.459112298510508,-12.457664343856008
0.040,-12.459112298510508,-12.45784533818782
0.045,-12.459112298510508,-12.457986111557007
0.050,-12.459112298510508,-12.458098730252358
0.055,-12.459112298510508,-12.45819087282128
0.060,-12.459112298510508,-12.458267658295382
0.065,-12.459112298510508,-12.458332630619623
0.070,-12.459112298510508,-12.458388321183257
0.075,-12.459112298510508,-12.458436586338408
0.080,-12.459112298510508,-12.458478818349164
0.085,-12.459112298510508,-12.458516081888067
0.090,-12.459112298510508,-12.458549205033759
0.095,-12.459112298510508,-12.458578841532534
0.100,-12.459112298510508,-12.458605514381432
0.005,-12.20703125,-11.981793859300032
0.010,-12.20703125,-12.094412554650015
0.015,-12.20703125,-12.131952119766677
0.020,-12.20703125,-12.150721902325008
0.025,-12.20703125,-12.161983771860006
0.030,-12.20703125,-12.169491684883338
0.035,-12.20703125,-12.174854479900004
0.040,-12.20703125,-12.178876576162503
0.045,-12.20703125,-12.18200487325556
0.050,-12.20703125,-12.184507510930002
0.055,-12.20703125,-12.186555123572731
0.060,-12.20703125,-12.18826146744167
0.065,-12.20703125,-12.189705296869233
0.070,-12.20703125,-12.190942864950003
0.075,-12.20703125,-12.192015423953336
0.080,-12.20703125,-12.192953913081253
0.085,-12.20703125,-12.193781991723531
0.090,-12.20703125,-12.194518061627779
0.095,-12.20703125,-12.195176650489476
0.100,-12.20703125,-12.195769380465002
0.005,-19.23828125,-19.069353206975023
0.010,-19.23828125,-19.15381722848751
0.015,-19.23828125,-19.181971902325007
0.020,-19.23828125,-19.196049239243756
0.025,-19.23828125,-19.204495641395006
0.030,-19.23828125,-19.210126576162505
0.035,-19.23828125,-19.214148672425004
0.040,-19.23828125,-19.217165244621878
0.045,-19.23828125,-19.21951146744167
0.050,-19.23828125,-19.221388445697503
0.055,-19.23828125,-19.222924155179548
0.060,-19.23828125,-19.22420391308125
0.065,-19.23828125,-19.225286785151926
0.070,-19.23828125,-19.226214961212502
0.075,-19.23828125,-19.227019380465002
0.080,-19.23828125,-19.22772324731094
0.085,-19.23828125,-19.228344306292648
0.090,-19.23828125,-19.228896358720835
0.095,-19.23828125,-19.229390300367108
0.100,-19.23828125,-19.22983484784875
0.005,-36.1328125,-36.02019380465001
0.010,-36.1328125,-36.07650315232501
0.015,-36.1328125,-36.09527293488334
0.020,-36.1328125,-36.1046578261625
0.025,-36.1328125,-36.110288760930004
0.030,-36.1328125,-36.11404271744167
0.035,-36.1328125,-36.11672411495
0.040,-36.1328125,-36.118735163081254
0.045,-36.1328125,-36.12029931162778
0.050,-36.1328125,-36.121550630465
0.055,-36.1328125,-36.122574436786365
0.060,-36.1328125,-36.12342760872083
0.065,-36.1328125,-36.12414952343462
0.070,-36.1328125,-36.124768307475
0.075,-36.1328125,-36.12530458697667
0.080,-36.1328125,-36.12577383154063
0.085,-36.1328125,-36.12618787086176
0.090,-36.1328125,-36.12655590581389
0.095,-36.1328125,-36.126885200244736
0.100,-36.1328125,-36.1271815652325
0.005,-31.8359375,-31.709241467731218
0.010,-31.8359375,-31.77258948386561
0.015,-31.8359375,-31.793705489243738
0.020,-31.8359375,-31.804263491932804
0.025,-31.8359375,-31.810598293546242
0.030,-31.8359375,-31.81482149462187
0.035,-31.8359375,-31.817838066818744
0.040,-31.8359375,-31.8201004959664
0.045,-31.8359375,-31.821860163081247
0.050,-31.8359375,-31.82326789677312
0.055,-31.8359375,-31.824419678884656
0.060,-31.8359375,-31.825379497310934
0.065,-31.8359375,-31.82619165136394
0.070,-31.8359375,-31.826887783409372
0.075,-31.8359375,-31.827491097848746
0.080,-31.8359375,-31.8280189979832
0.085,-31.8359375,-31.828484792219484
0.090,-31.8359375,-31.828898831540624
0.095,-31.8359375,-31.82926928777533
0.100,-31.8359375,-31.829602698386562
0.005,-23.33984375,-23.238486924185136
0.010,-23.33984375,-23.289165337092566
0.015,-23.33984375,-23.306058141395045
0.020,-23.33984375,-23.314504543546285
0.025,-23.33984375,-23.319572384837027
0.030,-23.33984375,-23.32295094569752
0.035,-23.33984375,-23.32536420345502
0.040,-23.33984375,-23.327174146773142
0.045,-23.33984375,-23.328581880465016
0.050,-23.33984375,-23.32970806741851
0.055,-23.33984375,-23.33062949310774
0.060,-23.33984375,-23.33139734784876
0.065,-23.33984375,-23.332047071091164
0.070,-23.33984375,-23.33260397672751
0.075,-23.33984375,-23.33308662827901
0.080,-23.33984375,-23.33350894838657
0.085,-23.33984375,-23.333881583775597
0.090,-23.33984375,-23.334212815232508
0.095,-23.33984375,-23.33450918022027
0.100,-23.33984375,-23.334775908709258
0.005,-18.359375,-18.274910978487412
0.010,-18.359375,-18.317142989243706
0.015,-18.359375,-18.33122032616247
0.020,-18.359375,-18.338258994621853
0.025,-18.359375,-18.34248219569748
0.030,-18.359375,-18.345297663081237
0.035,-18.359375,-18.347308711212488
0.040,-18.359375,-18.348816997310927
0.045,-18.359375,-18.349990108720824
0.050,-18.359375,-18.350928597848743
0.055,-18.359375,-18.351696452589763
0.060,-18.359375,-18.352336331540616
0.065,-18.359375,-18.352877767575954
0.070,-18.359375,-18.353341855606242
0.075,-18.359375,-18.353744065232494
0.080,-18.359375,-18.354095998655463
0.085,-18.359375,-18.354406528146317
0.090,-18.359375,-18.354682554360412
0.095,-18.359375,-18.354929525183547
0.100,-18.359375,-18.35515179892437
0.005,-18.84765625,-18.783302709799866
0.010,-18.84765625,-18.81547947989993
0.015,-18.84765625,-18.826205069933287
0.020,-18.84765625,-18.831567864949967
0.025,-18.84765625,-18.834785541959974
0.030,-18.84765625,-18.836930659966644
0.035,-18.84765625,-18.838462887114268
0.040,-18.84765625,-18.839612057474984
0.045,-18.84765625,-18.84050585664443
0.050,-18.84765625,-18.841220895979987
0.055,-18.84765625,-18.841805928163623
0.060,-18.84765625,-18.842293454983324
0.065,-18.84765625,-18.842705977676914
0.070,-18.84765625,-18.843059568557134
0.075,-18.84765625,-18.843366013986657
0.080,-18.84765625,-18.84363415373749
0.085,-18.84765625,-18.843870747635286
0.090,-18.84765625,-18.844081053322213
0.095,-18.84765625,-18.844269221568414
0.100,-18.84765625,-18.844438572989993
0.005,-16.40625,-16.349940652325007
0.010,-16.40625,-16.378095326162505
0.015,-16.40625,-16.38748021744167
0.020,-16.40625,-16.39217266308125
0.025,-16.40625,-16.394988130465002
0.030,-16.40625,-16.396865108720835
0.035,-16.40625,-16.398205807475
0.040,-16.40625,-16.399211331540627
0.045,-16.40625,-16.39999340581389
0.050,-16.40625,-16.4006190652325
0.055,-16.40625,-16.401130968393183
0.060,-16.40625,-16.401557554360416
0.065,-16.40625,-16.40191851171731
0.070,-16.40625,-16.4022279037375
0.075,-16.40625,-16.402496043488334
0.080,-16.40625,-16.402730665770314
0.085,-16.40625,-16.40293768543088
0.090,-16.40625,-16.403121702906944
0.095,-16.40625,-16.403286350122368
0.100,-16.40625,-16.40343453261625
0.005,-13.671875,-13.615565652325008
0.010,-13.671875,-13.643720326162503
0.015,-13.671875,-13.65310521744167
0.020,-13.671875,-13.657797663081253
0.025,-13.671875,-13.660613130465002
0.030,-13.671875,-13.662490108720835
0.035,-13.671875,-13.663830807475001
0.040,-13.671875,-13.664836331540625
0.045,-13.671875,-13.66561840581389
0.050,-13.671875,-13.666244065232501
0.055,-13.671875,-13.666755968393183
0.060,-13.671875,-13.667182554360418
0.065,-13.671875,-13.667543511717309
0.070,-13.671875,-13.6678529037375
0.075,-13.671875,-13.668121043488334
0.080,-13.671875,-13.668355665770314
0.085,-13.671875,-13.668562685430883
0.090,-13.671875,-13.668746702906946
0.095,-13.671875,-13.668911350122368
0.100,-13.671875,-13.66905953261625
0.005,-12.6953125,-12.644634087092467
0.010,-12.6953125,-12.669973293546233
0.015,-12.6953125,-12.678419695697489
0.020,-12.6953125,-12.682642896773118
0.025,-12.6953125,-12.685176817418494
0.030,-12.6953125,-12.686866097848744
0.035,-12.6953125,-12.688072726727496
0.040,-12.6953125,-12.688977698386559
0.045,-12.6953125,-12.689681565232496
0.050,-12.6953125,-12.690244658709247
0.055,-12.6953125,-12.690705371553861
0.060,-12.6953125,-12.691089298924373
0.065,-12.6953125,-12.691414160545575
0.070,-12.6953125,-12.691692613363747
0.075,-12.6953125,-12.691933939139497
0.080,-12.6953125,-12.69214509919328
0.085,-12.6953125,-12.692331416887793
0.090,-12.6953125,-12.692497032616249
0.095,-12.6953125,-12.69264521511013
0.100,-12.6953125,-12.692778579354624
0.005,-12.40234375,-12.361391497145451
0.010,-12.40234375,-12.381867623572726
0.015,-12.40234375,-12.388692999048484
0.020,-12.40234375,-12.392105686786362
0.025,-12.40234375,-12.39415329942909
0.030,-12.40234375,-12.395518374524242
0.035,-12.40234375,-12.396493428163636
0.040,-12.40234375,-12.397224718393181
0.045,-12.40234375,-12.397793499682829
0.050,-12.40234375,-12.398248524714544
0.055,-12.40234375,-12.398620817922314
0.060,-12.40234375,-12.39893106226212
0.065,-12.40234375,-12.399193576703496
0.070,-12.40234375,-12.399418589081819
0.075,-12.40234375,-12.399613599809697
0.080,-12.40234375,-12.399784234196591
0.085,-12.40234375,-12.399934793949733
0.090,-12.40234375,-12.400068624841413
0.095,-12.40234375,-12.400188368270813
0.100,-12.40234375,-12.400296137357273
0.005,-13.4765625,-13.439022934883406
0.010,-13.4765625,-13.457792717441702
0.015,-13.4765625,-13.464049311627802
0.020,-13.4765625,-13.467177608720851
0.025,-13.4765625,-13.46905458697668
0.030,-13.4765625,-13.4703059058139
0.035,-13.4765625,-13.471199704983343
0.040,-13.4765625,-13.471870054360426
0.045,-13.4765625,-13.472391437209268
0.050,-13.4765625,-13.472808543488341
0.055,-13.4765625,-13.473149812262127
0.060,-13.4765625,-13.473434202906951
0.065,-13.4765625,-13.473674841144877
0.070,-13.4765625,-13.473881102491672
0.075,-13.4765625,-13.47405986232556
0.080,-13.4765625,-13.474216277180213
0.085,-13.4765625,-13.474354290287259
0.090,-13.4765625,-13.474476968604634
0.095,-13.4765625,-13.474586733414917
0.100,-13.4765625,-13.47468552174417
0.005,-15.234375,-15.195391605455805
0.010,-15.234375,-15.214883302727904
0.015,-15.234375,-15.221380535151935
0.020,-15.234375,-15.224629151363951
0.025,-15.234375,-15.22657832109116
0.030,-15.234375,-15.227877767575968
0.035,-15.234375,-15.228805943636544
0.040,-15.234375,-15.229502075681976
0.045,-15.234375,-15.230043511717312
0.050,-15.234375,-15.23047666054558
0.055,-15.234375,-15.230831055041437
0.060,-15.234375,-15.231126383787984
0.065,-15.234375,-15.231376277342754
0.070,-15.234375,-15.231590471818272
0.075,-15.234375,-15.231776107030386
0.080,-15.234375,-15.231938537840987
0.085,-15.234375,-15.23208185914446
0.090,-15.234375,-15.232209255858656
0.095,-15.234375,-15.232323242392411
0.100,-15.234375,-15.23242583027279
0.005,-17.1875,-17.155323229900034
0.010,-17.1875,-17.171411614950017
0.015,-17.1875,-17.17677440996668
0.020,-17.1875,-17.17945580747501
0.025,-17.1875,-17.18106464598001
0.030,-17.1875,-17.182137204983338
0.035,-17.1875,-17.18290331855715
0.040,-17.1875,-17.183477903737504
0.045,-17.1875,-17.183924803322228
0.050,-17.1875,-17.184282322990004
0.055,-17.1875,-17.184574839081822
0.060,-17.1875,-17.18481860249167
0.065,-17.1875,-17.185024863838464
0.070,-17.1875,-17.185201659278572
0.075,-17.1875,-17.185354881993337
0.080,-17.1875,-17.185488951868752
0.085,-17.1875,-17.18560724881765
0.090,-17.1875,-17.185712401661114
0.095,-17.1875,-17.185806485784212
0.100,-17.1875,-17.185891161495
0.005,-14.6484375,-14.610897934883406
0.010,-14.6484375,-14.629667717441702
0.015,-14.6484375,-14.635924311627802
0.020,-14.6484375,-14.639052608720851
0.025,-14.6484375,-14.64092958697668
0.030,-14.6484375,-14.6421809058139
0.035,-14.6484375,-14.643074704983343
0.040,-14.6484375,-14.643745054360426
0.045,-14.6484375,-14.644266437209268
0.050,-14.6484375,-14.644683543488341
0.055,-14.6484375,-14.645024812262127
0.060,-14.6484375,-14.645309202906951
0.065,-14.6484375,-14.645549841144877
0.070,-14.6484375,-14.645756102491672
0.075,-14.6484375,-14.64593486232556
0.080,-14.6484375,-14.646091277180213
0.085,-14.6484375,-14.646229290287259
0.090,-14.6484375,-14.646351968604634
0.095,-14.6484375,-14.646461733414917
0.100,-14.6484375,-14.64656052174417
0.005,-13.4765625,-13.444888491932854
0.010,-13.4765625,-13.460725495966427
