epsilon,original,privado
0.075,-12.851525143449155,-12.850119892002787
0.080,-12.851525143449155,-12.854490938817793
0.085,-12.851525143449155,-12.854316480266696
0.090,-12.851525143449155,-12.84836059466347
0.095,-12.851525143449155,-12.848527149862717
0.100,-12.851525143449155,-12.852841693357826
0.005,-13.826676004636786,-13.871358910627952
0.010,-13.826676004636786,-13.79445652435141
0.015,-13.826676004636786,-13.805196351113203
0.020,-13.826676004636786,-13.837013465473335
0.025,-13.826676004636786,-13.834945973306025
0.030,-13.826676004636786,-13.826829921731427
0.035,-13.826676004636786,-13.826807933575049
0.040,-13.826676004636786,-13.839745917355366
0.045,-13.826676004636786,-13.838293704831079
0.050,-13.826676004636786,-13.814108054358808
0.055,-13.826676004636786,-13.81525059529317
0.060,-13.826676004636786,-13.828845594266873
0.065,-13.826676004636786,-13.828678702756866
0.070,-13.826676004636786,-13.833114575874982
0.075,-13.826676004636786,-13.832685337792435
0.080,-13.826676004636786,-13.813172152882832
0.085,-13.826676004636786,-13.813966497103653
0.090,-13.826676004636786,-13.829947311167777
0.095,-13.826676004636786,-13.82977513713983
0.100,-13.826676004636786,-13.82536014159669
0.005,-14.414918054305431,-14.398497410485735
0.010,-14.414918054305431,-14.402786740303126
0.015,-14.414918054305431,-14.406830511637228
0.020,-14.414918054305431,-14.407262182595161
0.025,-14.414918054305431,-14.408793356937215
0.030,-14.414918054305431,-14.419915448644991
0.035,-14.414918054305431,-14.419201535167911
0.040,-14.414918054305431,-14.415185353652928
0.045,-14.414918054305431,-14.41515565372543
0.050,-14.414918054305431,-14.416811527053348
0.055,-14.414918054305431,-14.416639393167173
0.060,-14.414918054305431,-14.41397618171151
0.065,-14.414918054305431,-14.414048633449504
0.070,-14.414918054305431,-14.424136047565314
0.075,-14.414918054305431,-14.42352151468132
0.080,-14.414918054305431,-14.405289817024347
0.085,-14.414918054305431,-14.405856183923234
0.090,-14.414918054305431,-14.412517734763709
0.095,-14.414918054305431,-14.412644067371167
0.100,-14.414918054305431,-14.411487345969295
0.005,-13.80445524264063,-13.737801480681576
0.010,-13.80445524264063,-13.773357910323762
0.015,-13.80445524264063,-13.783723687762718
0.020,-13.80445524264063,-13.804975521129982
0.025,-13.80445524264063,-13.804871465432111
0.030,-13.80445524264063,-13.801858060210533
0.035,-13.80445524264063,-13.802229086271975
0.040,-13.80445524264063,-13.789204415621032
0.045,-13.80445524264063,-13.790898951956544
0.050,-13.80445524264063,-13.795010741573668
0.055,-13.80445524264063,-13.795869332579755
0.060,-13.80445524264063,-13.801304182116256
0.065,-13.80445524264063,-13.801546571387362
0.070,-13.80445524264063,-13.805856083013314
0.075,-13.80445524264063,-13.805762693655135
0.080,-13.80445524264063,-13.807153249966468
0.085,-13.80445524264063,-13.806994543653184
0.090,-13.80445524264063,-13.80540490090858
0.095,-13.80445524264063,-13.805354918894478
0.100,-13.80445524264063,-13.808256525924381
0.005,-13.468316095211108,-13.534017287770011
0.010,-13.468316095211108,-13.457028369591194
0.015,-13.468316095211108,-13.460790944797832
0.020,-13.468316095211108,-13.46384704013609
0.025,-13.468316095211108,-13.464740851151094
0.030,-13.468316095211108,-13.46984152419875
0.035,-13.468316095211108,-13.469623605771945
0.040,-13.468316095211108,-13.46329056216392
0.045,-13.468316095211108,-13.46384895472472
0.050,-13.468316095211108,-13.479637273972743
0.055,-13.468316095211108,-13.478608075903505
0.060,-13.468316095211108,-13.466780253559007
0.065,-13.468316095211108,-13.466898395224552
0.070,-13.468316095211108,-13.468449681802461
0.075,-13.468316095211108,-13.468440776029704
0.080,-13.468316095211108,-13.469945689519006
0.085,-13.468316095211108,-13.469849831030306
0.090,-13.468316095211108,-13.471377201533233
0.095,-13.468316095211108,-13.471216090674174
0.100,-13.468316095211108,-13.465055109649924
0.005,-13.602974436517783,-13.53951742019208
0.010,-13.602974436517783,-13.61529070647824
0.015,-13.602974436517783,-13.611185283158088
0.020,-13.602974436517783,-13.606272269731681
0.025,-13.602974436517783,-13.605612703088902
0.030,-13.602974436517783,-13.603524675505303
0.035,-13.602974436517783,-13.603446069935657
0.040,-13.602974436517783,-13.62045629521256
0.045,-13.602974436517783,-13.618513866468696
0.050,-13.602974436517783,-13.597793395371879
0.055,-13.602974436517783,-13.598264399112416
0.060,-13.602974436517783,-13.61278193425397
0.065,-13.602974436517783,-13.612027511351187
0.070,-13.602974436517783,-13.595259634555925
0.075,-13.602974436517783,-13.595773954686717
0.080,-13.602974436517783,-13.602311762927972
0.085,-13.602974436517783,-13.602350743727373
0.090,-13.602974436517783,-13.609565235851724
0.095,-13.602974436517783,-13.609218351676255
0.100,-13.602974436517783,-13.605313299248182
0.005,-13.554635067114093,-13.605874625615428
0.010,-13.554635067114093,-13.60077943455017
0.015,-13.554635067114093,-13.585397978738143
0.020,-13.554635067114093,-13.552575785830827
0.025,-13.554635067114093,-13.55298764208748
0.030,-13.554635067114093,-13.551210469287298
0.035,-13.554635067114093,-13.551699697548269
0.040,-13.554635067114093,-13.556124766443611
0.045,-13.554635067114093,-13.555959244295888
0.050,-13.554635067114093,-13.559585003542153
0.055,-13.554635067114093,-13.559135009321421
0.060,-13.554635067114093,-13.551189598427227
0.065,-13.554635067114093,-13.551454634480063
0.070,-13.554635067114093,-13.555378347503847
0.075,-13.554635067114093,-13.555328795477864
0.080,-13.554635067114093,-13.553934784479754
0.085,-13.554635067114093,-13.553975977575892
0.090,-13.554635067114093,-13.551819981879488
0.095,-13.554635067114093,-13.551968144260256
0.100,-13.554635067114093,-13.562487237005449
0.005,-12.78995451052838,-12.942971154565457
0.010,-12.78995451052838,-12.824124885719083
0.015,-12.78995451052838,-12.812734760655516
0.020,-12.78995451052838,-12.78031007733217
0.025,-12.78995451052838,-12.78223896397141
0.030,-12.78995451052838,-12.793940276855542
0.035,-12.78995451052838,-12.793370881665949
0.040,-12.78995451052838,-12.789189122777133
0.045,-12.78995451052838,-12.789274165860604
0.050,-12.78995451052838,-12.789615512799159
0.055,-12.78995451052838,-12.789646330774543
0.060,-12.78995451052838,-12.792379352802971
0.065,-12.78995451052838,-12.792192826474157
0.070,-12.78995451052838,-12.786392163939334
0.075,-12.78995451052838,-12.786629653711937
0.080,-12.78995451052838,-12.794016120960773
0.085,-12.78995451052838,-12.793777202700044
0.090,-12.78995451052838,-12.790363681845532
0.095,-12.78995451052838,-12.790342146513051
0.100,-12.78995451052838,-12.790328968737851
0.005,-12.46689998565417,-12.474201920738905
0.010,-12.46689998565417,-12.438601248694065
0.015,-12.46689998565417,-12.4480341610141
0.020,-12.46689998565417,-12.454955861022881
0.025,-12.46689998565417,-12.457344685949138
0.030,-12.46689998565417,-12.446224920871176
0.035,-12.46689998565417,-12.449178501554462
0.040,-12.46689998565417,-12.46775823392017
0.045,-12.46689998565417,-12.467662873001725
0.050,-12.46689998565417,-12.474038324117616
0.055,-12.46689998565417,-12.473389384257302
0.060,-12.46689998565417,-12.464327482799735
0.065,-12.46689998565417,-12.46452536763469
0.070,-12.46689998565417,-12.448721218382499
0.075,-12.46689998565417,-12.44993313620061
0.080,-12.46689998565417,-12.46414735057939
0.085,-12.46689998565417,-12.4658988006603
0.090,-12.46689998565417,-12.465954422048847
0.095,-12.46689998565417,-12.465446069185102
0.100,-12.46689998565417,-12.465518765008555
0.005,-12.391579450734014,-12.401398568496123
0.010,-12.391579450734014,-12.396489009615069
0.015,-12.391579450734014,-12.382509910267117
0.020,-12.391579450734014,-12.384777295383842
0.025,-12.391579450734014,-12.385118958264657
0.030,-12.391579450734014,-12.38619570700955
0.035,-12.391579450734014,-12.387785833458423
0.040,-12.391579450734014,-12.388260035617872
0.045,-12.391579450734014,-12.394970621620528
0.050,-12.391579450734014,-12.394631504531876
0.055,-12.391579450734014,-12.393375752765342
0.060,-12.391579450734014,-12.393226060929399
0.065,-12.391579450734014,-12.410095866759727
0.070,-12.391579450734014,-12.408773265615034
0.075,-12.391579450734014,-12.389472986413026
0.080,-12.391579450734014,-12.389604640433088
0.085,-12.391579450734014,-12.39043109467768
0.090,-12.391579450734014,-12.390494892236365
0.095,-12.391579450734014,-12.391123153710444
0.100,-12.391579450734014,-12.391145968561622
0.005,-12.673608475528297,-12.685292759522477
0.010,-12.673608475528297,-12.679450617525386
0.015,-12.673608475528297,-12.683822673431346
0.020,-12.673608475528297,-12.681269123955584
0.025,-12.673608475528297,-12.674176769304895
0.030,-12.673608475528297,-12.67408205367546
0.035,-12.673608475528297,-12.678114830096957
0.040,-12.673608475528297,-12.677551535775875
0.045,-12.673608475528297,-12.671707386824139
0.050,-12.673608475528297,-12.671897495694555
0.055,-12.673608475528297,-12.6624433691625
0.060,-12.673608475528297,-12.663373794692983
0.065,-12.673608475528297,-12.670582420104035
0.070,-12.673608475528297,-12.670798566920054
0.075,-12.673608475528297,-12.6739396950279
0.080,-12.673608475528297,-12.673918993809176
0.085,-12.673608475528297,-12.674402105241512
0.090,-12.673608475528297,-12.67435801470189
0.095,-12.673608475528297,-12.674575432066742
0.100,-12.673608475528297,-12.674527084239822
0.005,-13.435437981909846,-13.271561453963079
0.010,-13.435437981909846,-13.353499717936463
0.015,-13.435437981909846,-13.423519251705116
0.020,-13.435437981909846,-13.426498934256298
0.025,-13.435437981909846,-13.435379064513095
0.030,-13.435437981909846,-13.43538888407922
0.035,-13.435437981909846,-13.43998524085284
0.040,-13.435437981909846,-13.439416833484966
0.045,-13.435437981909846,-13.434080353883521
0.050,-13.435437981909846,-13.434216116686153
0.055,-13.435437981909846,-13.432959687067674
0.060,-13.435437981909846,-13.433166211637856
0.065,-13.435437981909846,-13.432480148108496
0.070,-13.435437981909846,-13.43269142195145
0.075,-13.435437981909846,-13.431404633463668
0.080,-13.435437981909846,-13.431656717741554
0.085,-13.435437981909846,-13.435478152300512
0.090,-13.435437981909846,-13.435475920612141
0.095,-13.435437981909846,-13.43886769922995
0.100,-13.435437981909846,-13.438696213363944
0.005,-13.930382165835844,-13.92186209029388
0.010,-13.930382165835844,-13.926122128064861
0.015,-13.930382165835844,-13.888048378767621
0.020,-13.930382165835844,-13.898631825534677
0.025,-13.930382165835844,-13.925282438909703
0.030,-13.930382165835844,-13.926132393397392
0.035,-13.930382165835844,-13.92438606133081
0.040,-13.930382165835844,-13.92513557439394
0.045,-13.930382165835844,-13.918656921424537
0.050,-13.930382165835844,-13.919829445865668
0.055,-13.930382165835844,-13.925695119077028
0.060,-13.930382165835844,-13.92608570630693
0.065,-13.930382165835844,-13.933020913809942
0.070,-13.930382165835844,-13.932832431811793
0.075,-13.930382165835844,-13.930546897447309
0.080,-13.930382165835844,-13.930536601721592
0.085,-13.930382165835844,-13.930400416347252
0.090,-13.930382165835844,-13.93039940242995
0.095,-13.930382165835844,-13.930228669577769
0.100,-13.930382165835844,-13.930236344390673
0.005,-13.552655116470188,-13.556487683722093
0.010,-13.552655116470188,-13.55457140009614
0.015,-13.552655116470188,-13.540718975327257
0.020,-13.552655116470188,-13.543703010612989
0.025,-13.552655116470188,-13.553279419672553
0.030,-13.552655116470188,-13.553175369138826
0.035,-13.552655116470188,-13.56140938425198
0.040,-13.552655116470188,-13.560315100779258
0.045,-13.552655116470188,-13.547542074416379
0.050,-13.552655116470188,-13.54805337862176
0.055,-13.552655116470188,-13.553690769736553
0.060,-13.552655116470188,-13.55360446529769
0.065,-13.552655116470188,-13.557601611719026
0.070,-13.552655116470188,-13.557248290629824
0.075,-13.552655116470188,-13.554296896107223
0.080,-13.552655116470188,-13.554194284879909
0.085,-13.552655116470188,-13.550437849564611
0.090,-13.552655116470188,-13.550561031059365
0.095,-13.552655116470188,-13.543726838490821
0.100,-13.552655116470188,-13.54417325238979
0.005,-13.240532823242404,-13.239316321643106
0.010,-13.240532823242404,-13.239924572442755
0.015,-13.240532823242404,-13.24205764761237
0.020,-13.240532823242404,-13.241676441519878
0.025,-13.240532823242404,-13.242513999077257
0.030,-13.240532823242404,-13.242183803104782
0.035,-13.240532823242404,-13.23827864653005
0.040,-13.240532823242404,-13.238560418619095
0.045,-13.240532823242404,-13.243711973754605
0.050,-13.240532823242404,-13.243394058703386
0.055,-13.240532823242404,-13.246508535542201
0.060,-13.240532823242404,-13.246010559517218
0.065,-13.240532823242404,-13.241770982594682
0.070,-13.240532823242404,-13.241682542640948
0.075,-13.240532823242404,-13.238773116012926
0.080,-13.240532823242404,-13.238883097714767
0.085,-13.240532823242404,-13.241388475924856
0.090,-13.240532823242404,-13.241340939664719
0.095,-13.240532823242404,-13.240846452557186
0.100,-13.240532823242404,-13.240830771091447
0.005,-13.333861854243542,-13.37438327793705
0.010,-13.333861854243542,-13.354122566090297
0.015,-13.333861854243542,-13.341169231688246
0.020,-13.333861854243542,-13.33934238732707
0.025,-13.333861854243542,-13.317989228463532
0.030,-13.333861854243542,-13.320634666093534
0.035,-13.333861854243542,-13.31704592261293
0.040,-13.333861854243542,-13.319147914066757
0.045,-13.333861854243542,-13.337531101905338
0.050,-13.333861854243542,-13.337164177139158
0.055,-13.333861854243542,-13.335000568948415
0.060,-13.333861854243542,-13.33490567605634
0.065,-13.333861854243542,-13.33279353956044
0.070,-13.333861854243542,-13.33286984775209
0.075,-13.333861854243542,-13.338532102256217
0.080,-13.333861854243542,-13.338240211755425
0.085,-13.333861854243542,-13.333259474013007
0.090,-13.333861854243542,-13.33329293958137
0.095,-13.333861854243542,-13.333660829781405
0.100,-13.333861854243542,-13.33367088100451
0.005,-13.34019659936238,-13.3251365603848
0.010,-13.34019659936238,-13.33266657987359
0.015,-13.34019659936238,-13.343966401790553
0.020,-13.34019659936238,-13.34302395118351
0.025,-13.34019659936238,-13.3423251586023
0.030,-13.34019659936238,-13.34197039872898
0.035,-13.34019659936238,-13.339967942643678
0.040,-13.34019659936238,-13.339996524733516
0.045,-13.34019659936238,-13.33865059365957
0.050,-13.34019659936238,-13.33880519422985
0.055,-13.34019659936238,-13.325964325343731
0.060,-13.34019659936238,-13.32715034817862
0.065,-13.34019659936238,-13.343318629542235
0.070,-13.34019659936238,-13.343095627386532
0.075,-13.34019659936238,-13.340135025365354
0.080,-13.34019659936238,-13.34013887374017
0.085,-13.34019659936238,-13.33926290885868
0.090,-13.34019659936238,-13.33931478055333
0.095,-13.34019659936238,-13.340433672589768
0.100,-13.34019659936238,-13.340421818928398
0.005,-12.766536702321465,-12.793021456530727
0.010,-12.766536702321465,-12.779779079426095
0.015,-12.766536702321465,-12.764297633320098
0.020,-12.766536702321465,-12.76485740057044
0.025,-12.766536702321465,-12.772035924651906
0.030,-12.766536702321465,-12.771119387596832
0.035,-12.766536702321465,-12.762082921859019
0.040,-12.766536702321465,-12.762639644416826
0.045,-12.766536702321465,-12.779549364609514
0.050,-12.766536702321465,-12.778248098380708
0.055,-12.766536702321465,-12.76693905638196
0.060,-12.766536702321465,-12.766905526876918
0.065,-12.766536702321465,-12.768520308371258
0.070,-12.766536702321465,-12.768378622224844
0.075,-12.766536702321465,-12.760908797119646
0.080,-12.766536702321465,-12.761260541194758
0.085,-12.766536702321465,-12.77464386239957
0.090,-12.766536702321465,-12.774193464617452
0.095,-12.766536702321465,-12.773955781414108
0.100,-12.766536702321465,-12.773584827459477
0.005,-12.459112298510508,-12.454852690240228
0.010,-12.459112298510508,-12.522724866808156
0.015,-12.459112298510508,-12.501520677375607
0.020,-12.459112298510508,-12.4701294566068
0.025,-12.459112298510508,-12.467926024987541
0.030,-12.459112298510508,-12.457189361866286
0.035,-12.459112298510508,-12.457464067101174
0.040,-12.459112298510508,-12.461777915436048
0.045,-12.459112298510508,-12.461481735777655
0.050,-12.459112298510508,-12.453539270249259
0.055,-12.459112298510508,-12.4540459091821
0.060,-12.459112298510508,-12.46177174505906
0.065,-12.459112298510508,-12.461567172247634
0.070,-12.459112298510508,-12.463532572224286
0.075,-12.459112298510508,-12.463237887310035
0.080,-12.459112298510508,-12.455674743811993
0.085,-12.459112298510508,-12.455876952911906
0.090,-12.459112298510508,-12.456320685408025
0.095,-12.459112298510508,-12.45646761241342
0.100,-12.459112298510508,-12.460235994403503
0.005,-12.20703125,-12.656509607196742
0.010,-12.20703125,-12.431770428598371
0.015,-12.20703125,-12.356857369065581
0.020,-12.20703125,-12.319400839299185
0.025,-12.20703125,-12.296926921439349
0.030,-12.20703125,-12.28194430953279
0.035,-12.20703125,-12.27124244388525
0.040,-12.20703125,-12.263216044649592
0.045,-12.20703125,-12.256973289688528
0.050,-12.20703125,-12.251979085719674
0.055,-12.20703125,-12.247892918836067
0.060,-12.20703125,-12.244487779766395
0.065,-12.20703125,-12.241606508245903
0.070,-12.20703125,-12.239136846942625
0.075,-12.20703125,-12.236996473813116
0.080,-12.20703125,-12.235123647324796
0.085,-12.20703125,-12.233471153364514
0.090,-12.20703125,-12.232002269844264
0.095,-12.20703125,-12.230688005641934
0.100,-12.20703125,-12.229505167859838
0.005,-19.23828125,-19.575390017897558
0.010,-19.23828125,-19.406835633948777
0.015,-19.23828125,-19.350650839299185
0.020,-19.23828125,-19.32255844197439
0.025,-19.23828125,-19.305703003579513
0.030,-19.23828125,-19.294466044649592
0.035,-19.23828125,-19.286439645413935
0.040,-19.23828125,-19.280419845987193
0.045,-19.23828125,-19.275737779766395
0.050,-19.23828125,-19.271992126789755
0.055,-19.23828125,-19.26892750162705
0.060,-19.23828125,-19.266373647324798
0.065,-19.23828125,-19.264212693684428
0.070,-19.23828125,-19.262360447706968
0.075,-19.23828125,-19.260755167859838
0.080,-19.23828125,-19.2593505479936
0.085,-19.23828125,-19.258111177523386
0.090,-19.23828125,-19.257009514883197
0.095,-19.23828125,-19.25602381673145
0.100,-19.23828125,-19.255136688394877
0.005,-36.1328125,-36.35755167859837
0.010,-36.1328125,-36.245182089299185
0.015,-36.1328125,-36.20772555953279
0.020,-36.1328125,-36.188997294649596
0.025,-36.1328125,-36.177760335719675
0.030,-36.1328125,-36.170269029766395
0.035,-36.1328125,-36.16491809694262
0.040,-36.1328125,-36.1609048973248
0.045,-36.1328125,-36.157783519844266
0.050,-36.1328125,-36.155286417859834
0.055,-36.1328125,-36.153243334418036
0.060,-36.1328125,-36.1515407648832
0.065,-36.1328125,-36.150100129122954
0.070,-36.1328125,-36.148865298471314
0.075,-36.1328125,-36.14779511190656
0.080,-36.1328125,-36.1468586986624
0.085,-36.1328125,-36.14603245168226
0.090,-36.1328125,-36.14529800992213
0.095,-36.1328125,-36.14464087782097
0.100,-36.1328125,-36.14404945892992
0.005,-31.8359375,-32.08876907592327
0.010,-31.8359375,-31.962353287961633
0.015,-31.8359375,-31.920214691974422
0.020,-31.8359375,-31.899145393980817
0.025,-31.8359375,-31.886503815184653
0.030,-31.8359375,-31.87807609598721
0.035,-31.8359375,-31.872056296560466
0.040,-31.8359375,-31.86754144699041
0.045,-31.8359375,-31.86402989732481
0.050,-31.8359375,-31.861220657592327
0.055,-31.8359375,-31.858922188720296
0.060,-31.8359375,-31.857006797993606
0.065,-31.8359375,-31.855386082763328
0.070,-31.8359375,-31.853996898280233
0.075,-31.8359375,-31.852792938394884
0.080,-31.8359375,-31.851739473495204
0.085,-31.8359375,-31.850809945642546
0.090,-31.8359375,-31.849983698662403
0.095,-31.8359375,-31.849244425048592
0.100,-31.8359375,-31.848579078796163
0.005,-23.33984375,-23.542109010738294
0.010,-23.33984375,-23.440976380369147
0.015,-23.33984375,-23.40726550357943
0.020,-23.33984375,-23.39041006518457
0.025,-23.33984375,-23.380296802147658
0.030,-23.33984375,-23.373554626789716
0.035,-23.33984375,-23.36873878724833
0.040,-23.33984375,-23.365126907592288
0.045,-23.33984375,-23.36231766785981
0.050,-23.33984375,-23.36007027607383
0.055,-23.33984375,-23.35823150097621
0.060,-23.33984375,-23.356699188394856
0.065,-23.33984375,-23.35540261621064
0.070,-23.33984375,-23.354291268624163
0.075,-23.33984375,-23.353328100715885
0.080,-23.33984375,-23.352485328796142
0.085,-23.33984375,-23.351741706514016
0.090,-23.33984375,-23.351080708929906
0.095,-23.33984375,-23.35048929003886
0.100,-23.33984375,-23.349957013036914
0.005,-18.359375,-18.546657648832245
0.010,-18.359375,-18.453016324416122
0.015,-18.359375,-18.42180254961075
0.020,-18.359375,-18.40619566220806
0.025,-18.359375,-18.396831529766448
0.030,-18.359375,-18.390588774805373
0.035,-18.359375,-18.386129664118894
0.040,-18.359375,-18.38278533110403
0.045,-18.359375,-18.380184183203582
0.050,-18.359375,-18.378103264883226
0.055,-18.359375,-18.376400695348387
0.060,-18.359375,-18.374981887402686
0.065,-18.359375,-18.373781357602482
0.070,-18.359375,-18.372752332059445
0.075,-18.359375,-18.37186050992215
0.080,-18.359375,-18.371080165552016
0.085,-18.359375,-18.370391626401897
0.090,-18.359375,-18.36977959160179
0.095,-18.359375,-18.369231981517487
0.100,-18.359375,-18.36873913244161
0.005,-18.84765625,-18.992131436241984
0.010,-18.84765625,-18.91989384312099
0.015,-18.84765625,-18.895814645413996
0.020,-18.84765625,-18.883775046560494
0.025,-18.84765625,-18.876551287248397
0.030,-18.84765625,-18.871735447706996
0.035,-18.84765625,-18.868295562320284
0.040,-18.84765625,-18.865715648280247
0.045,-18.84765625,-18.863709048471332
0.050,-18.84765625,-18.8621037686242
0.055,-18.84765625,-18.86079035784018
0.060,-18.84765625,-18.859695848853498
0.065,-18.84765625,-18.858769725864768
0.070,-18.84765625,-18.857975906160142
0.075,-18.84765625,-18.857287929082798
0.080,-18.84765625,-18.856685949140125
0.085,-18.84765625,-18.856154790367174
0.090,-18.84765625,-18.855682649235664
0.095,-18.84765625,-18.85526020717063
0.100,-18.84765625,-18.854880009312097
0.005,-16.40625,-16.532665787961434
0.010,-16.40625,-16.469457893980717
0.015,-16.40625,-16.448388595987144
0.020,-16.40625,-16.43785394699036
0.025,-16.40625,-16.431533157592288
0.030,-16.40625,-16.427319297993574
0.035,-16.40625,-16.424309398280204
0.040,-16.40625,-16.42205197349518
0.045,-16.40625,-16.42029619866238
0.050,-16.40625,-16.418891578796142
0.055,-16.40625,-16.417742344360132
0.060,-16.40625,-16.416784648996785
0.065,-16.40625,-16.415974291381648
0.070,-16.40625,-16.415279699140104
0.075,-16.40625,-16.414677719197428
0.080,-16.40625,-16.41415098674759
0.085,-16.40625,-16.413686222821262
0.090,-16.40625,-16.413273099331192
0.095,-16.40625,-16.412903462524287
0.100,-16.40625,-16.41257078939807
0.005,-13.671875,-13.784244589299185
0.010,-13.671875,-13.728059794649592
0.015,-13.671875,-13.709331529766395
0.020,-13.671875,-13.699967397324796
0.025,-13.671875,-13.694348917859838
0.030,-13.671875,-13.690603264883197
0.035,-13.671875,-13.687927798471312
0.040,-13.671875,-13.685921198662399
0.045,-13.671875,-13.684360509922131
0.050,-13.671875,-13.683111958929919
0.055,-13.671875,-13.682090417209016
0.060,-13.671875,-13.681239132441599
0.065,-13.671875,-13.680518814561475
0.070,-13.671875,-13.679901399235655
0.075,-13.671875,-13.679366305953279
0.080,-13.671875,-13.6788980993312
0.085,-13.671875,-13.678484975841128
0.090,-13.671875,-13.678117754961066
0.095,-13.671875,-13.677789188910483
0.100,-13.671875,-13.677493479464959
0.005,-12.6953125,-12.785208171439308
0.010,-12.6953125,-12.740260335719654
0.015,-12.6953125,-12.725277723813102
0.020,-12.6953125,-12.717786417859827
0.025,-12.6953125,-12.713291634287861
0.030,-12.6953125,-12.710295111906552
0.035,-12.6953125,-12.708154738777043
0.040,-12.6953125,-12.706549458929913
0.045,-12.6953125,-12.705300907937701
0.050,-12.6953125,-12.704302067143932
0.055,-12.6953125,-12.70348483376721
0.060,-12.6953125,-12.702803805953275
0.065,-12.6953125,-12.702227551649177
0.070,-12.6953125,-12.701733619388522
0.075,-12.6953125,-12.70130554476262
0.080,-12.6953125,-12.700930979464957
0.085,-12.6953125,-12.7006004806729
0.090,-12.6953125,-12.70030670396885
0.095,-12.6953125,-12.700043851128385
0.100,-12.6953125,-12.699807283571966
0.005,-12.40234375,-12.494282504881097
0.010,-12.40234375,-12.44831312744055
0.015,-12.40234375,-12.432990001627033
0.020,-12.40234375,-12.425328438720275
0.025,-12.40234375,-12.420731500976219
0.030,-12.40234375,-12.417666875813516
0.035,-12.40234375,-12.415477857840157
0.040,-12.40234375,-12.413836094360137
0.045,-12.40234375,-12.412559167209011
0.050,-12.40234375,-12.41153762548811
0.055,-12.40234375,-12.410701818625554
0.060,-12.40234375,-12.410005312906758
0.065,-12.40234375,-12.40941596191393
0.070,-12.40234375,-12.408910803920078
0.075,-12.40234375,-12.408473000325406
0.080,-12.40234375,-12.408089922180068
0.085,-12.40234375,-12.407751912051829
0.090,-12.40234375,-12.407451458604505
0.095,-12.40234375,-12.407182631835846
0.100,-12.40234375,-12.406940687744054
0.005,-13.4765625,-13.560839691974289
0.010,-13.4765625,-13.518701095987144
0.015,-13.4765625,-13.504654897324762
0.020,-13.4765625,-13.497631797993572
0.025,-13.4765625,-13.493417938394858
0.030,-13.4765625,-13.490608698662381
0.035,-13.4765625,-13.48860209885347
0.040,-13.4765625,-13.487097148996787
0.045,-13.4765625,-13.485926632441588
0.050,-13.4765625,-13.484990219197428
0.055,-13.4765625,-13.484224062906753
0.060,-13.4765625,-13.48358559933119
0.065,-13.4765625,-13.4830453609211
0.070,-13.4765625,-13.482582299426735
0.075,-13.4765625,-13.482180979464953
0.080,-13.4765625,-13.481829824498393
0.085,-13.4765625,-13.48151998188084
0.090,-13.4765625,-13.481244566220793
0.095,-13.4765625,-13.480998141682857
0.100,-13.4765625,-13.480776359598714
0.005,-15.234375,-15.30352551649193
0.010,-15.234375,-15.268950258245965
0.015,-15.234375,-15.257425172163977
0.020,-15.234375,-15.251662629122983
0.025,-15.234375,-15.248205103298385
0.030,-15.234375,-15.245900086081988
0.035,-15.234375,-15.244253645213133
0.040,-15.234375,-15.243018814561491
0.045,-15.234375,-15.242058390721326
0.050,-15.234375,-15.241290051649193
0.055,-15.234375,-15.240661410590176
0.060,-15.234375,-15.240137543040994
0.065,-15.234375,-15.23969427049938
0.070,-15.234375,-15.239314322606566
0.075,-15.234375,-15.238985034432796
0.080,-15.234375,-15.238696907280746
0.085,-15.234375,-15.238442677440702
0.090,-15.234375,-15.238216695360663
0.095,-15.234375,-15.238014500867996
0.100,-15.234375,-15.237832525824597
0.005,-17.1875,-17.251711193885193
0.010,-17.1875,-17.219605596942596
0.015,-17.1875,-17.208903731295063
0.020,-17.1875,-17.203552798471296
0.025,-17.1875,-17.20034223877704
0.030,-17.1875,-17.198201865647533
0.035,-17.1875,-17.196673027697884
0.040,-17.1875,-17.19552639923565
0.045,-17.1875,-17.194634577098356
0.050,-17.1875,-17.19392111938852
0.055,-17.1875,-17.19333738126229
0.060,-17.1875,-17.192850932823767
0.065,-17.1875,-17.192439322606553
0.070,-17.1875,-17.192086513848942
0.075,-17.1875,-17.191780746259013
0.080,-17.1875,-17.191513199617823
0.085,-17.1875,-17.19127712905207
0.090,-17.1875,-17.191067288549178
0.095,-17.1875,-17.190879536520274
0.100,-17.1875,-17.19071055969426
0.005,-14.6484375,-14.708367947626206
0.010,-14.6484375,-14.678402723813102
0.015,-14.6484375,-14.668414315875403
0.020,-14.6484375,-14.663420111906552
0.025,-14.6484375,-14.66042358952524
0.030,-14.6484375,-14.658425907937701
0.035,-14.6484375,-14.65699899251803
0.040,-14.6484375,-14.655928805953275
0.045,-14.6484375,-14.655096438625135
0.050,-14.6484375,-14.65443054476262
0.055,-14.6484375,-14.653885722511474
0.060,-14.6484375,-14.65343170396885
0.065,-14.6484375,-14.653047534432785
0.070,-14.6484375,-14.652718246259015
0.075,-14.6484375,-14.65243286317508
0.080,-14.6484375,-14.652183152976638
0.085,-14.6484375,-14.6519628204486
0.090,-14.6484375,-14.651766969312567
0.095,-14.6484375,-14.65159173408559
0.100,-14.6484375,-14.651434022381311
0.005,-13.4765625,-13.532747294649592
