respiration,timestamp
-18.45703125,112756.501
-18.5546875,112756.505
-18.65234375,112756.525
-18.75,112756.532
-18.84765625,112756.546
-18.9453125,112756.554
-19.140625,112756.563
-19.23828125,112756.577
-19.43359375,112756.582
-19.62890625,112756.591
-19.82421875,112756.594
-20.01953125,112756.597
-20.21484375,112756.621
-20.41015625,112756.624
-20.60546875,112756.643
-20.80078125,112756.649
-20.99609375,112756.654
-21.19140625,112756.673
-21.484375,112756.677
-21.6796875,112756.688
-21.97265625,112756.694
-22.16796875,112756.697
-22.36328125,112756.718
-22.65625,112756.722
-22.8515625,112756.741
-23.14453125,112756.745
-23.53515625,112756.753
-23.828125,112756.771
-24.31640625,112756.777
-24.90234375,112756.794
-25.390625,112756.800
-25.78125,112756.806
-26.171875,112756.824
-26.5625,112756.831
-26.85546875,112756.838
-27.24609375,112756.843
-27.5390625,112756.849
-27.83203125,112756.869
-28.125,112756.877
-28.515625,112756.891
-28.90625,112756.896
-29.39453125,112756.904
-29.98046875,112756.921
-30.56640625,112756.928
-30.95703125,112756.944
-31.54296875,112756.959
-32.12890625,112756.966
-32.51953125,112756.974
-33.0078125,112756.986
-33.49609375,112756.995
-33.88671875,112757.12
-34.27734375,112757.19
-34.765625,112757.32
-35.15625,112757.38
-35.64453125,112757.49
-36.03515625,112757.69
-36.42578125,112757.77
-36.9140625,112757.83
-37.40234375,112757.90
-37.890625,112757.94
-38.28125,112757.99
-38.76953125,112757.103
-39.16015625,112757.123
-39.74609375,112757.127
-40.234375,112757.138
-40.8203125,112757.144
-41.30859375,112757.147
-41.796875,112757.168
-42.28515625,112757.172
-42.67578125,112757.191
-43.06640625,112757.194
-43.45703125,112757.197
-43.84765625,112757.221
-44.140625,112757.224
-44.43359375,112757.243
-44.7265625,112757.247
-45.01953125,112757.251
-45.3125,112757.273
-45.5078125,112757.282
-45.80078125,112757.288
-45.99609375,112757.291
-46.19140625,112757.358
-46.484375,112757.370
-46.58203125,112757.387
-46.77734375,112757.413
-46.97265625,112757.424
-47.16796875,112757.432
-47.265625,112757.438
-47.36328125,112757.443
-47.4609375,112757.452
-47.4609375,112757.461
-47.55859375,112757.467
-47.55859375,112757.472
-47.55859375,112757.483
-47.55859375,112757.488
-47.65625,112757.496
-47.8515625,112757.505
-47.94921875,112757.515
-48.046875,112757.519
-48.14453125,112757.525
-48.14453125,112757.535
-48.2421875,112757.540
-48.33984375,112757.552
-48.33984375,112757.556
-48.33984375,112757.563
-48.33984375,112757.570
-48.33984375,112757.575
-48.4375,112757.583
-48.4375,112757.587
-48.53515625,112757.598
-48.53515625,112757.603
-48.6328125,112757.608
-48.73046875,112757.618
-48.828125,112757.623
-48.828125,112757.641
-48.828125,112757.645
-48.6328125,112757.652
-48.53515625,112757.671
-48.4375,112757.675
-48.33984375,112757.694
-48.14453125,112757.698
-47.94921875,112757.706
-47.65625,112757.724
-47.4609375,112757.732
-47.16796875,112757.739
-46.875,112757.745
-46.58203125,112757.754
-46.19140625,112757.769
-45.8984375,112757.775
-45.5078125,112757.791
-45.21484375,112757.798
-44.82421875,112757.804
-44.43359375,112757.821
-44.23828125,112757.825
-43.9453125,112757.844
-43.75,112757.849
-43.45703125,112757.857
-43.359375,112757.874
-43.1640625,112757.879
-43.06640625,112757.889
-42.87109375,112757.893
-42.67578125,112757.900
-42.48046875,112757.919
-42.3828125,112757.924
-42.1875,112757.941
-41.9921875,112757.945
-41.89453125,112757.951
-41.69921875,112757.971
-41.6015625,112757.976
-41.40625,112757.993
-41.40625,112758.01
-41.2109375,112758.06
-41.11328125,112758.24
-41.015625,112758.31
-40.8203125,112758.39
-40.72265625,112758.46
-40.52734375,112758.53
-40.33203125,112758.69
-40.234375,112758.74
-39.94140625,112758.91
-39.84375,112758.98
-39.74609375,112758.103
-39.453125,112758.121
-39.453125,112758.126
-39.2578125,112758.144
-39.2578125,112758.151
-39.2578125,112758.156
-39.2578125,112758.173
-39.2578125,112758.181
-39.16015625,112758.189
-39.16015625,112758.193
-39.0625,112758.202
-38.8671875,112758.218
-38.76953125,112758.225
-38.671875,112758.241
-38.57421875,112758.247
-38.4765625,112758.254
-38.4765625,112758.271
-38.57421875,112758.276
-38.671875,112758.293
-38.8671875,112758.298
-39.0625,112758.305
-39.16015625,112758.323
-39.2578125,112758.329
-39.35546875,112758.339
-39.35546875,112758.344
-39.35546875,112758.353
-39.2578125,112758.369
-39.16015625,112758.374
-39.0625,112758.391
-39.0625,112758.399
-38.96484375,112758.405
-38.76953125,112758.421
-38.671875,112758.425
-38.4765625,112758.443
-38.28125,112758.450
-37.98828125,112758.456
-37.79296875,112758.474
-37.5,112758.479
-37.20703125,112758.488
-36.81640625,112758.496
-36.62109375,112758.504
-36.328125,112758.518
-36.1328125,112758.524
-35.9375,112758.541
-35.83984375,112758.547
-35.7421875,112758.554
-35.546875,112758.571
-35.3515625,112758.636
-35.25390625,112758.643
-35.05859375,112758.650
-34.86328125,112758.658
-34.66796875,112758.666
-34.5703125,112758.675
-34.47265625,112758.684
-34.27734375,112758.688
-34.08203125,112758.694
-34.08203125,112758.705
-33.88671875,112758.710
-33.69140625,112758.723
-33.59375,112758.727
-33.49609375,112758.736
-33.3984375,112758.741
-33.30078125,112758.749
-33.203125,112758.765
-33.10546875,112758.772
-32.91015625,112758.776
-32.71484375,112758.784
-32.6171875,112758.790
-32.51953125,112758.801
-32.32421875,112758.810
-32.12890625,112758.818
-32.12890625,112758.825
-32.03125,112758.831
-32.03125,112758.841
-32.12890625,112758.846
-32.12890625,112758.855
-32.12890625,112758.871
-32.12890625,112758.875
-32.03125,112758.893
-31.93359375,112758.901
-31.93359375,112758.907
-31.8359375,112758.924
-31.640625,112758.928
-31.54296875,112758.938
-31.54296875,112758.945
-31.4453125,112758.953
-31.4453125,112758.968
-31.54296875,112758.974
-31.640625,112758.991
-31.73828125,112758.995
-31.73828125,112759.02
-31.73828125,112759.21
-31.73828125,112759.28
-31.640625,112759.43
-31.4453125,112759.50
-31.25,112759.58
-31.15234375,112759.74
-30.859375,112759.81
-30.56640625,112759.88
-30.2734375,112759.93
-29.8828125,112759.100
-29.4921875,112759.118
-29.00390625,112759.125
-28.515625,112759.141
-27.9296875,112759.145
-27.34375,112759.153
-26.5625,112759.171
-25.78125,112759.175
-25,112759.193
-24.21875,112759.198
-23.33984375,112759.205
-22.55859375,112759.224
-21.77734375,112759.235
-20.99609375,112759.245
-20.21484375,112759.261
-19.3359375,112759.275
-18.5546875,112759.281
-17.67578125,112759.288
-16.89453125,112759.295
-15.91796875,112759.305
-15.0390625,112759.309
-14.16015625,112759.321
-13.28125,112759.325
-12.5,112759.343
-11.62109375,112759.350
-10.83984375,112759.356
-9.9609375,112759.373
-9.1796875,112759.378
-8.3984375,112759.388
-7.6171875,112759.395
-6.73828125,112759.404
-5.95703125,112759.419
-5.17578125,112759.423
-4.39453125,112759.441
-3.61328125,112759.445
-2.83203125,112759.454
-2.05078125,112759.471
-1.3671875,112759.476
-0.78125,112759.493
-0.09765625,112759.499
0.48828125,112759.507
1.171875,112759.523
1.7578125,112759.530
2.44140625,112759.539
3.02734375,112759.544
3.7109375,112759.548
4.39453125,112759.569
4.98046875,112759.575
5.56640625,112759.591
6.15234375,112759.595
6.73828125,112759.603
7.421875,112759.621
7.8125,112759.626
8.3984375,112759.643
8.7890625,112759.648
9.27734375,112759.655
9.5703125,112759.673
10.05859375,112759.678
10.3515625,112759.688
10.83984375,112759.693
11.23046875,112759.701
11.71875,112759.718
12.109375,112759.724
12.5,112759.741
12.890625,112759.745
13.28125,112759.751
13.76953125,112759.771
14.2578125,112759.776
14.6484375,112759.793
15.13671875,112759.800
15.52734375,112759.805
15.91796875,112759.823
16.40625,112759.829
16.796875,112759.838
17.1875,112759.849
17.67578125,112759.855
17.96875,112759.905
18.26171875,112759.925
18.5546875,112759.944
18.75,112759.956
18.84765625,112759.970
18.9453125,112759.980
19.04296875,112759.984
19.04296875,112759.993
19.04296875,112800.03
18.9453125,112800.08
18.75,112800.17
18.75,112800.26
18.5546875,112800.32
18.359375,112800.38
18.26171875,112800.42
17.96875,112800.45
17.7734375,112800.49
17.578125,112800.53
17.3828125,112800.56
17.08984375,112800.60
16.796875,112800.71
16.50390625,112800.74
16.30859375,112800.93
15.91796875,112800.96
15.52734375,112800.99
15.13671875,112800.123
14.74609375,112800.127
14.35546875,112800.138
13.96484375,112800.142
13.57421875,112800.150
13.18359375,112800.169
12.79296875,112800.173
12.3046875,112800.191
11.9140625,112800.196
11.5234375,112800.206
11.23046875,112800.221
10.9375,112800.226
10.64453125,112800.243
10.25390625,112800.251
9.9609375,112800.259
9.66796875,112800.273
9.27734375,112800.278
8.88671875,112800.288
8.49609375,112800.295
8.10546875,112800.302
7.8125,112800.318
7.51953125,112800.323
7.2265625,112800.341
6.93359375,112800.345
6.640625,112800.352
6.25,112800.371
6.0546875,112800.376
5.859375,112800.393
5.56640625,112800.398
5.37109375,112800.407
5.17578125,112800.423
4.98046875,112800.430
4.78515625,112800.439
4.58984375,112800.446
4.4921875,112800.453
4.39453125,112800.469
4.39453125,112800.493
4.296875,112800.499
4.19921875,112800.508
4.00390625,112800.512
3.80859375,112800.521
3.515625,112800.528
3.41796875,112800.543
3.125,112800.589
2.9296875,112800.595
2.734375,112800.602
2.5390625,112800.617
2.24609375,112800.671
2.05078125,112800.715
1.85546875,112800.728
1.66015625,112800.740
1.3671875,112800.748
1.171875,112800.754
0.9765625,112800.762
0.68359375,112800.797
0.48828125,112800.808
0.29296875,112800.849
0,112800.881
-0.29296875,112800.894
-0.5859375,112800.908
-0.9765625,112800.963
-1.3671875,112800.971
-1.7578125,112800.991
-2.1484375,112801.15
-2.5390625,112801.36
-2.9296875,112801.46
-3.3203125,112801.54
-3.7109375,112801.62
-4.1015625,112801.75
-4.4921875,112801.81
-4.78515625,112801.89
-5.078125,112801.96
-5.46875,112801.106
-5.76171875,112801.119
-6.15234375,112801.127
-6.54296875,112801.137
-6.93359375,112801.187
-7.32421875,112801.201
-7.71484375,112801.209
-8.10546875,112801.215
-8.3984375,112801.223
-8.69140625,112801.230
-8.88671875,112801.242
-9.1796875,112801.246
-9.47265625,112801.257
-9.5703125,112801.263
-9.765625,112801.271
-10.05859375,112801.280
-10.15625,112801.290
-10.3515625,112801.297
-10.44921875,112801.308
-10.64453125,112801.312
-10.7421875,112801.321
-10.7421875,112801.330
-10.7421875,112801.337
-10.64453125,112801.344
-10.64453125,112801.350
-10.64453125,112801.358
-10.64453125,112801.365
-10.83984375,112801.375
-10.9375,112801.383
-11.03515625,112801.389
-11.1328125,112801.395
-11.328125,112801.399
-11.42578125,112801.404
-11.5234375,112801.410
-11.62109375,112801.421
-11.71875,112801.426
-11.81640625,112801.433
-11.9140625,112801.441
-11.9140625,112801.446
-12.109375,112801.450
-12.20703125,112801.465
-12.3046875,112801.470
-12.40234375,112801.475
-12.5,112801.480
-12.6953125,112801.489
-12.890625,112801.495
-12.98828125,112801.499
-13.28125,112801.510
-13.4765625,112801.515
-13.76953125,112801.525
-14.0625,112801.532
-14.453125,112801.541
-14.6484375,112801.548
-14.94140625,112801.558
-15.234375,112801.565
-15.52734375,112801.574
-15.72265625,112801.582
-16.015625,112801.589
-16.30859375,112801.594
-16.50390625,112801.599
-16.89453125,112801.605
-17.1875,112801.613
-17.48046875,112801.619
-17.87109375,112801.627
-18.1640625,112801.635
-18.5546875,112801.645
-18.84765625,112801.649
-19.23828125,112801.657
-19.53125,112801.665
-19.7265625,112801.674
-19.921875,112801.679
-20.1171875,112801.682
-20.3125,112801.692
-20.41015625,112801.696
-20.60546875,112801.703
-20.80078125,112801.711
-20.99609375,112801.717
-21.09375,112801.725
-21.19140625,112801.738
-21.19140625,112801.748
-21.19140625,112801.760
-21.09375,112801.774
-20.80078125,112801.781
-20.703125,112801.787
-20.5078125,112801.793
-20.41015625,112801.800
-20.3125,112801.810
-20.21484375,112801.816
-20.21484375,112801.826
-20.1171875,112801.832
-20.01953125,112801.837
-20.01953125,112801.847
-20.01953125,112801.854
-19.921875,112801.863
-19.921875,112801.870
-19.82421875,112801.877
-19.7265625,112801.881
-19.7265625,112801.892
-19.7265625,112801.897
-19.7265625,112801.906
-19.62890625,112801.916
-19.62890625,112801.922
-19.62890625,112801.929
-19.62890625,112801.939
-19.53125,112801.944
-19.53125,112801.950
-19.43359375,112801.961
-19.43359375,112801.972
-19.3359375,112801.980
-19.3359375,112801.988
-19.3359375,112801.998
-19.43359375,112802.05
-19.43359375,112802.12
-19.43359375,112802.18
-19.43359375,112802.26
-19.43359375,112802.32
-19.3359375,112802.41
-19.3359375,112802.49
-19.3359375,112802.58
-19.3359375,112802.62
-19.23828125,112802.71
-19.23828125,112802.80
-19.23828125,112802.91
-19.23828125,112802.101
-19.3359375,112802.109
-19.43359375,112802.117
-19.53125,112802.126
-19.53125,112802.130
-19.62890625,112802.144
-19.62890625,112802.150
-19.53125,112802.155
-19.53125,112802.163
-19.43359375,112802.169
-19.23828125,112802.177
-19.140625,112802.185
-19.04296875,112802.194
-18.84765625,112802.200
-18.75,112802.209
-18.5546875,112802.223
-18.359375,112802.230
-18.06640625,112802.238
-17.87109375,112802.243
-17.578125,112802.249
-17.28515625,112802.268
-16.9921875,112802.276
-16.69921875,112802.291
-16.40625,112802.296
-16.2109375,112802.304
-16.015625,112802.321
-15.91796875,112802.327
-15.72265625,112802.343
-15.625,112802.349
-15.52734375,112802.356
-15.4296875,112802.373
-15.33203125,112802.382
-15.234375,112802.388
-15.0390625,112802.394
-14.94140625,112802.400
-14.84375,112802.418
-14.74609375,112802.457
-14.55078125,112802.462
-14.453125,112802.469
-14.453125,112802.477
-14.35546875,112802.486
-14.2578125,112802.496
-14.2578125,112802.510
-14.16015625,112802.519
-14.0625,112802.529
-14.0625,112802.536
-13.96484375,112802.550
-13.8671875,112802.559
-13.76953125,112802.566
-13.671875,112802.574
-13.57421875,112802.581
-13.57421875,112802.593
-13.57421875,112802.600
-13.671875,112802.605
-13.671875,112802.611
-13.57421875,112802.621
-13.57421875,112802.627
-13.4765625,112802.643
-13.4765625,112802.647
-13.4765625,112802.659
-13.37890625,112802.673
-13.37890625,112802.679
-13.28125,112802.688
-13.28125,112802.693
-13.28125,112802.698
-13.28125,112802.718
-13.28125,112802.725
-13.28125,112802.741
-13.37890625,112802.746
-13.37890625,112802.753
-13.4765625,112802.771
-13.4765625,112802.777
-13.4765625,112802.793
-13.37890625,112802.798
-13.28125,112802.807
-13.18359375,112802.823
-13.18359375,112802.827
-12.98828125,112802.838
-12.890625,112802.844
-12.79296875,112802.850
-12.59765625,112802.868
-12.40234375,112802.875
-12.109375,112802.891
-11.81640625,112802.895
-11.42578125,112802.907
-11.03515625,112802.921
-10.64453125,112802.925
-10.15625,112802.943
-9.66796875,112802.950
-9.27734375,112802.956
-8.88671875,112802.973
-8.49609375,112802.978
-8.10546875,112802.988
-7.71484375,112802.995
-7.32421875,112803.01
-6.8359375,112803.18
-6.34765625,112803.26
-5.95703125,112803.41
-5.37109375,112803.45
-4.8828125,112803.52
-4.39453125,112803.71
-3.90625,112803.77
-3.3203125,112803.93
-2.83203125,112803.97
-2.44140625,112803.105
-1.953125,112803.123
-1.46484375,112803.131
-1.07421875,112803.138
-0.68359375,112803.144
-0.1953125,112803.151
0.29296875,112803.168
0.78125,112803.175
1.26953125,112803.191
1.85546875,112803.196
2.34375,112803.202
3.02734375,112803.221
3.515625,112803.225
4.1015625,112803.244
4.58984375,112803.249
4.98046875,112803.258
5.37109375,112803.273
5.76171875,112803.278
6.15234375,112803.289
6.640625,112803.294
7.12890625,112803.300
7.6171875,112803.318
8.0078125,112803.323
8.49609375,112803.341
8.88671875,112803.345
9.375,112803.356
9.66796875,112803.371
10.15625,112803.379
10.546875,112803.393
10.9375,112803.400
11.328125,112803.405
11.71875,112803.424
12.109375,112803.436
12.40234375,112803.451
12.79296875,112803.465
13.28125,112803.476
13.671875,112803.481
14.0625,112803.487
14.55078125,112803.497
14.94140625,112803.503
15.4296875,112803.511
15.8203125,112803.521
16.2109375,112803.525
16.69921875,112803.544
17.08984375,112803.549
17.48046875,112803.553
17.96875,112803.573
18.359375,112803.580
18.75,112803.588
19.140625,112803.594
19.53125,112803.600
20.01953125,112803.618
20.41015625,112803.625
20.703125,112803.641
21.09375,112803.646
21.484375,112803.651
21.6796875,112803.671
21.97265625,112803.677
22.16796875,112803.694
22.4609375,112803.707
22.55859375,112803.737
22.75390625,112803.747
22.94921875,112803.762
23.046875,112803.769
23.14453125,112803.778
23.2421875,112803.787
23.2421875,112803.798
23.33984375,112803.809
23.2421875,112803.819
23.2421875,112803.826
23.14453125,112803.834
23.046875,112803.843
22.94921875,112803.850
22.75390625,112803.856
22.55859375,112803.864
22.4609375,112803.870
22.265625,112803.882
22.0703125,112803.887
21.77734375,112803.899
21.58203125,112803.908
21.38671875,112803.916
20.99609375,112803.922
20.703125,112803.930
20.5078125,112803.942
20.1171875,112803.947
19.82421875,112803.952
19.43359375,112803.970
19.04296875,112803.975
18.65234375,112803.993
18.359375,112803.998
18.06640625,112804.05
17.87109375,112804.23
17.48046875,112804.30
17.1875,112804.38
16.796875,112804.45
16.40625,112804.50
16.015625,112804.68
15.72265625,112804.74
15.33203125,112804.91
15.13671875,112804.114
14.84375,112804.120
14.453125,112804.126
14.16015625,112804.134
13.8671875,112804.144
13.57421875,112804.151
13.28125,112804.165
12.98828125,112804.177
12.79296875,112804.187
12.59765625,112804.193
12.40234375,112804.200
12.3046875,112804.204
12.109375,112804.218
12.01171875,112804.222
12.01171875,112804.241
11.9140625,112804.247
11.81640625,112804.255
11.71875,112804.270
11.5234375,112804.280
11.328125,112804.293
11.03515625,112804.300
10.7421875,112804.305
10.546875,112804.323
10.25390625,112804.329
10.05859375,112804.338
9.765625,112804.348
9.47265625,112804.359
9.27734375,112804.368
8.984375,112804.376
8.69140625,112804.391
8.3984375,112804.396
8.10546875,112804.403
7.8125,112804.421
7.51953125,112804.427
7.2265625,112804.443
6.93359375,112804.449
6.640625,112804.455
6.25,112804.473
5.95703125,112804.481
5.6640625,112804.488
5.37109375,112804.493
4.98046875,112804.500
4.4921875,112804.518
4.1015625,112804.526
3.7109375,112804.542
3.22265625,112804.548
2.9296875,112804.553
2.5390625,112804.571
2.1484375,112804.578
1.7578125,112804.593
1.3671875,112804.602
0.9765625,112804.610
0.68359375,112804.623
0.390625,112804.628
0.09765625,112804.638
-0.29296875,112804.644
-0.68359375,112804.651
-1.171875,112804.668
-1.5625,112804.672
-2.05078125,112804.690
-2.44140625,112804.696
-2.83203125,112804.705
-3.22265625,112804.720
-3.515625,112804.725
-3.90625,112804.743
-4.19921875,112804.749
-4.4921875,112804.755
-4.6875,112804.773
-4.8828125,112804.786
-5.17578125,112804.796
-5.46875,112804.811
-5.6640625,112804.824
-5.859375,112804.833
-5.95703125,112804.840
-5.95703125,112804.847
-6.15234375,112804.853
-6.0546875,112804.857
-6.0546875,112804.870
-6.15234375,112804.875
-6.0546875,112804.893
-6.0546875,112804.899
-6.15234375,112804.904
-6.25,112804.923
-6.4453125,112804.930
-6.54296875,112804.938
-6.73828125,112804.944
-6.93359375,112804.950
-7.12890625,112804.968
-7.2265625,112805.42
-7.421875,112805.59
-7.51953125,112805.73
-7.71484375,112805.97
-7.8125,112805.104
-8.0078125,112805.113
-8.203125,112805.131
-8.49609375,112805.139
-8.69140625,112805.150
-8.88671875,112805.168
-9.08203125,112805.177
-9.27734375,112805.185
-9.47265625,112805.190
-9.765625,112805.198
-9.86328125,112805.205
-10.05859375,112805.215
-10.25390625,112805.220
-10.546875,112805.232
-10.83984375,112805.238
-11.03515625,112805.246
-11.42578125,112805.252
-11.62109375,112805.260
-11.81640625,112805.271
-12.01171875,112805.282
-12.20703125,112805.298
-12.40234375,112805.304
-12.5,112805.319
-12.59765625,112805.328
-12.59765625,112805.336
-12.6953125,112805.347
-12.6953125,112805.354
-12.79296875,112805.367
-12.890625,112805.373
-12.890625,112805.384
-12.890625,112805.390
-12.79296875,112805.400
-12.6953125,112805.405
-12.40234375,112805.410
-12.109375,112805.418
-11.71875,112805.424
-11.328125,112805.433
-10.9375,112805.438
-10.546875,112805.445
-10.15625,112805.454
-9.765625,112805.462
-9.375,112805.467
-8.984375,112805.475
-8.59375,112805.484
-8.10546875,112805.491
-7.71484375,112805.505
-7.2265625,112805.544
-6.73828125,112805.551
-6.25,112805.557
-5.95703125,112805.566
-5.56640625,112805.577
-5.2734375,112805.589
-4.98046875,112805.613
-4.8828125,112805.625
-4.78515625,112805.639
-4.6875,112805.681
-3.3203125,112755.578
-3.7109375,112755.594
-4.00390625,112755.599
-4.296875,112755.605
-4.58984375,112755.624
-4.8828125,112755.629
-5.17578125,112755.639
-5.56640625,112755.647
-5.76171875,112755.652
-6.0546875,112755.669
-6.25,112755.675
-6.54296875,112755.691
-6.73828125,112755.698
-6.93359375,112755.705
-7.12890625,112755.721
-7.32421875,112755.728
-7.51953125,112755.744
-7.71484375,112755.754
-7.8125,112755.764
-7.91015625,112755.774
-7.91015625,112755.780
-8.0078125,112755.789
-8.0078125,112755.800
-8.0078125,112755.811
-8.0078125,112755.819
-8.0078125,112755.824
-8.0078125,112755.842
-8.203125,112755.849
-8.30078125,112755.856
-8.49609375,112755.871
-8.69140625,112755.877
-8.88671875,112755.894
-9.08203125,112755.898
-9.375,112755.903
-9.5703125,112755.924
-9.765625,112755.929
-9.9609375,112755.939
-10.15625,112755.945
-10.3515625,112755.950
-10.546875,112755.968
-10.64453125,112755.977
-10.83984375,112755.991
-11.03515625,112755.997
-11.1328125,112756.01
-11.328125,112756.21
-11.42578125,112756.59
-11.71875,112756.66
-11.81640625,112756.71
-12.01171875,112756.81
-12.20703125,112756.92
-12.40234375,112756.103
-12.59765625,112756.115
-12.79296875,112756.121
-13.0859375,112756.126
-13.28125,112756.133
-13.37890625,112756.138
-13.671875,112756.147
-13.8671875,112756.155
-14.16015625,112756.162
-14.453125,112756.171
-14.6484375,112756.176
-14.94140625,112756.193
-15.234375,112756.200
-15.4296875,112756.205
-15.625,112756.224
-16.015625,112756.228
-16.30859375,112756.238
-16.6015625,112756.245
-16.89453125,112756.251
-17.28515625,112756.269
-17.48046875,112756.273
-17.7734375,112756.291
-17.96875,112756.298
-18.1640625,112756.303
-18.359375,112756.321
-18.45703125,112756.327
-18.65234375,112756.344
-18.75,112756.349
-18.84765625,112756.356
-18.84765625,112756.374
-18.84765625,112756.381
-18.84765625,112756.389
-18.84765625,112756.393
-18.84765625,112756.402
-18.65234375,112756.419
-18.5546875,112756.425
-18.45703125,112756.441
-18.359375,112756.448
-18.26171875,112756.453
-18.359375,112756.471
-18.359375,112756.477
-18.45703125,112756.494
-18.45703125,112756.501
-18.5546875,112756.505
-18.65234375,112756.525
-18.75,112756.532
-18.84765625,112756.546
-18.9453125,112756.554
-19.140625,112756.563
-19.23828125,112756.577
-19.43359375,112756.582
-19.62890625,112756.591
-19.82421875,112756.594
-20.01953125,112756.597
-20.21484375,112756.621
-20.41015625,112756.624
-20.60546875,112756.643
-20.80078125,112756.649
-20.99609375,112756.654
-21.19140625,112756.673
-21.484375,112756.677
-21.6796875,112756.688
-21.97265625,112756.694
-22.16796875,112756.697
-22.36328125,112756.718
-22.65625,112756.722
-22.8515625,112756.741
-23.14453125,112756.745
-23.53515625,112756.753
-23.828125,112756.771
-24.31640625,112756.777
-24.90234375,112756.794
-25.390625,112756.800
-25.78125,112756.806
-26.171875,112756.824
-26.5625,112756.831
-26.85546875,112756.838
-27.24609375,112756.843
-27.5390625,112756.849
-27.83203125,112756.869
-28.125,112756.877
-28.515625,112756.891
-28.90625,112756.896
-29.39453125,112756.904
-29.98046875,112756.921
-30.56640625,112756.928
-30.95703125,112756.944
-31.54296875,112756.959
-32.12890625,112756.966
-32.51953125,112756.974
-33.0078125,112756.986
-33.49609375,112756.995
-33.88671875,112757.12
-34.27734375,112757.19
-34.765625,112757.32
-35.15625,112757.38
-35.64453125,112757.49
-36.03515625,112757.69
-36.42578125,112757.77
-36.9140625,112757.83
-37.40234375,112757.90
-37.890625,112757.94
-38.28125,112757.99
-38.76953125,112757.103
-39.16015625,112757.123
-39.74609375,112757.127
-40.234375,112757.138
-40.8203125,112757.144
-41.30859375,112757.147
-41.796875,112757.168
-42.28515625,112757.172
-42.67578125,112757.191
-43.06640625,112757.194
-43.45703125,112757.197
-43.84765625,112757.221
-44.140625,112757.224
-44.43359375,112757.243
-44.7265625,112757.247
-45.01953125,112757.251
-45.3125,112757.273
-45.5078125,112757.282
-45.80078125,112757.288
-45.99609375,112757.291
-46.19140625,112757.358
-46.484375,112757.370
-46.58203125,112757.387
-46.77734375,112757.413
-46.97265625,112757.424
-47.16796875,112757.432
-47.265625,112757.438
-47.36328125,112757.443
-47.4609375,112757.452
-47.4609375,112757.461
-47.55859375,112757.467
-47.55859375,112757.472
-47.55859375,112757.483
-47.55859375,112757.488
-47.65625,112757.496
-47.8515625,112757.505
-47.94921875,112757.515
-48.046875,112757.519
-48.14453125,112757.525
-48.14453125,112757.535
-48.2421875,112757.540
-48.33984375,112757.552
-48.33984375,112757.556
-48.33984375,112757.563
-48.33984375,112757.570
-48.33984375,112757.575
-48.4375,112757.583
-48.4375,112757.587
-48.53515625,112757.598
-48.53515625,112757.603
-48.6328125,112757.608
-48.73046875,112757.618
-48.828125,112757.623
-48.828125,112757.641
-48.828125,112757.645
-48.6328125,112757.652
-48.53515625,112757.671
-48.4375,112757.675
-48.33984375,112757.694
-48.14453125,112757.698
-47.94921875,112757.706
-47.65625,112757.724
-47.4609375,112757.732
